Floating holiday for New Year's Day on Thursday, 1-Jan-2026 in Bengaluru
Floating holiday for Sain Jayanti on Tuesday, 14-Apr-2026 in Bengaluru
Floating holiday for Souramana Ugadi on Tuesday, 14-Apr-2026 in Bengaluru
Floating holiday for Meshadi (Tamil New Year's Day) on Tuesday, 14-Apr-2026 in Bengaluru
Floating holiday for Visu on Tuesday, 14-Apr-2026 in Bengaluru
Floating holiday for Maha Visuva Sankranti on Tuesday, 14-Apr-2026 in Bengaluru
Floating holiday for Vaisakhi on Tuesday, 14-Apr-2026 in Bengaluru
Floating holiday for Dr. B. R. Ambedkar Jayanti on Tuesday, 14-Apr-2026 in Bengaluru
Floating holiday for Birthday of Dr. B. R. Ambedkar on Tuesday, 14-Apr-2026 in Bengaluru
Floating holiday for Bengali New Year's Day (Nababarsha) on Wednesday, 15-Apr-2026 in Bengaluru
Floating holiday for Bahag Bihu (Assam) on Wednesday, 15-Apr-2026 in Bengaluru
Floating holiday for Vaisakhadi (Bengal) on Wednesday, 15-Apr-2026 in Bengaluru
Floating holiday for Chandrashekhar Jayanti on Friday, 17-Apr-2026 in Bengaluru
Floating holiday for Akshay Tirtiya on Sunday, 19-Apr-2026 in Bengaluru
Floating holiday for Bhagvan Shree Parshuram Jayanti on Sunday, 19-Apr-2026 in Bengaluru
Floating holiday for Parshuram Jayanti on Sunday, 19-Apr-2026 in Bengaluru
Floating holiday for Akshaya Tritiya on Monday, 20-Apr-2026 in Bengaluru
Floating holiday for Basava Jayanthi on Monday, 20-Apr-2026 in Bengaluru
Floating holiday for Sri Shankarayacharya Jayanthi on Tuesday, 21-Apr-2026 in Bengaluru
Floating holiday for Shree Adhya Jagadguru Shankaracharya Jayanti (Vaishakh Sud-5) on Tuesday, 21-Apr-2026 in Bengaluru
Floating holiday for Sri Ramanujacharya Jayanthi on Wednesday, 22-Apr-2026 in Bengaluru
Floating holiday for Zarthost-No-Disho (Parsi Kadami) on Wednesday, 22-Apr-2026 in Bengaluru
Floating holiday for Sant Dhanna bhagat Jayanti on Monday, 27-Apr-2026 in Bengaluru
Floating holiday for Shri Guru Teg Bahadur Ji Jayanti on Wednesday, 29-Apr-2026 in Bengaluru
Mandatory holiday for May Day on Friday, 1-May-2026 in Bengaluru
Floating holiday for Lok Nayak Maharana Pratap Jayanti on Saturday, 9-May-2026 in Bengaluru
Floating holiday for Birthday of Guru Rabindranath Tagore on Saturday, 9-May-2026 in Bengaluru
Floating holiday for Sabitri Amabasya on Saturday, 16-May-2026 in Bengaluru
Floating holiday for Zarthost-No-Disho (Parsi Shahenshahi) on Friday, 22-May-2026 in Bengaluru
Floating holiday for Birthday of Raja Ram Mohan Roy on Friday, 22-May-2026 in Bengaluru
Floating holiday for Shavuoth (Yahudi) on Friday, 22-May-2026 in Bengaluru
Floating holiday for Shri Guru Gauraksh Nath Memorial Day on Saturday, 23-May-2026 in Bengaluru
Floating holiday for Maharishi kayshap jayanti on Monday, 25-May-2026 in Bengaluru
Floating holiday for Day before Id-Ud-Zoha (Bakrid) on Tuesday, 26-May-2026 in Bengaluru
Mandatory holiday for Bakrid (Idul Azha) on Thursday, 28-May-2026 in Bengaluru
Floating holiday for Mateshwari Devi Ahilyabai Holkar Jayanti on Sunday, 31-May-2026 in Bengaluru
Floating holiday for Eid-E-Ghadeer on Thursday, 4-Jun-2026 in Bengaluru
Floating holiday for Veer Banda Bairagi Balidan Divas on Tuesday, 9-Jun-2026 in Bengaluru
Floating holiday for Pahili Raja on Sunday, 14-Jun-2026 in Bengaluru
Floating holiday for 9th Muharram on Monday, 15-Jun-2026 in Bengaluru
Floating holiday for Raja Sankranti on Monday, 15-Jun-2026 in Bengaluru
Floating holiday for Maharana Pratap Jayanti on Wednesday, 17-Jun-2026 in Bengaluru
Floating holiday for Guru Arjundev's Martyrdom Day on Thursday, 18-Jun-2026 in Bengaluru
Floating holiday for 9th Moharram (1446H) on Thursday, 25-Jun-2026 in Bengaluru
Floating holiday for Muharram on Thursday, 25-Jun-2026 in Bengaluru
Floating holiday for Muhharram on Friday, 26-Jun-2026 in Bengaluru
Floating holiday for Muharram (Ashoora) on Friday, 26-Jun-2026 in Bengaluru
Floating holiday for Muharram (Yaom-E-Shahadath) on Friday, 26-Jun-2026 in Bengaluru
Floating holiday for Shahadat Imam Hussain (R.A) 10th Moharam on Friday, 26-Jun-2026 in Bengaluru
Floating holiday for Last Day of Moharam on Friday, 26-Jun-2026 in Bengaluru
Floating holiday for Sant Kabir Jayanti on Monday, 29-Jun-2026 in Bengaluru
Floating holiday for Hul Diwas on Tuesday, 30-Jun-2026 in Bengaluru
Floating holiday for Bhai Lakhi Shah Vanzara Jayanti on Saturday, 4-Jul-2026 in Bengaluru
Floating holiday for Bhai Makhan Shah Labana Jayanti on Tuesday, 7-Jul-2026 in Bengaluru
Floating holiday for Gatha Gahamber (Gatha-III) (Parsi Kadmi) on Monday, 13-Jul-2026 in Bengaluru
Floating holiday for Birthday of Poet Bhanu Bhakt (for Darjeeling & Kalimpong District only) on Monday, 13-Jul-2026 in Bengaluru
Floating holiday for Parsi New Year Day Eve (Gatha-V) (Parshi Kadmi) on Wednesday, 15-Jul-2026 in Bengaluru
Floating holiday for Kavi Baaje Bhagat Jayanti on Wednesday, 15-Jul-2026 in Bengaluru
Floating holiday for Ratha Yathra on Thursday, 16-Jul-2026 in Bengaluru
Floating holiday for Rath Yatra on Thursday, 16-Jul-2026 in Bengaluru
Floating holiday for Khordad Sal (Parsi Kadmi) on Tuesday, 21-Jul-2026 in Bengaluru
Floating holiday for Tisha-be-aav (Yahudi) on Thursday, 23-Jul-2026 in Bengaluru
Floating holiday for Bahuda Yatra on Friday, 24-Jul-2026 in Bengaluru
Floating holiday for Maharaja Daksh Prajapati Jayanti on Monday, 27-Jul-2026 in Bengaluru
Floating holiday for Guru Purnima on Wednesday, 29-Jul-2026 in Bengaluru
Floating holiday for Shaheed Udham Singh Martyrdom day on Friday, 31-Jul-2026 in Bengaluru
Floating holiday for Chehallum on Tuesday, 4-Aug-2026 in Bengaluru
Floating holiday for Arbayeen on Tuesday, 4-Aug-2026 in Bengaluru
Floating holiday for International Day of the World's Indigenous Peoples on Sunday, 9-Aug-2026 in Bengaluru
Floating holiday for Bonalu on Monday, 10-Aug-2026 in Bengaluru
Floating holiday for Karkadaka Vavu on Wednesday, 12-Aug-2026 in Bengaluru
Floating holiday for Gatha Gahamber (Gatha-III) (Parsi Shahenshahi) on Wednesday, 12-Aug-2026 in Bengaluru
Floating holiday for Shahadat-e-Imam Husan on Wednesday, 12-Aug-2026 in Bengaluru
Floating holiday for Parsi New Year Day Eve (Gatha-V) (Parsi Shahenshahi) on Friday, 14-Aug-2026 in Bengaluru
Mandatory holiday for Parsi New Year Day- Pateti (Parsi Shahenshahi) on Saturday, 15-Aug-2026 in Bengaluru
Mandatory holiday for Parsi New Year (Shahenshahi) on Saturday, 15-Aug-2026 in Bengaluru
Mandatory holiday for Independence Day on Saturday, 15-Aug-2026 in Bengaluru
Mandatory holiday for Nauraj on Saturday, 15-Aug-2026 in Bengaluru
Mandatory holiday for Thadadi on Saturday, 15-Aug-2026 in Bengaluru
Floating holiday for Khordad Sal (Parsi Shahenshahi) on Thursday, 20-Aug-2026 in Bengaluru
Floating holiday for Foundation Day of Brahma Samaj on Thursday, 20-Aug-2026 in Bengaluru
Floating holiday for Varamahalakshmi Vrata on Friday, 21-Aug-2026 in Bengaluru
Floating holiday for Varalakshmi Vratham on Friday, 21-Aug-2026 in Bengaluru
Floating holiday for Shri Guru Jambheshwar Ji Jayanti on Wednesday, 26-Aug-2026 in Bengaluru
Floating holiday for Eid-Milad on Wednesday, 26-Aug-2026 in Bengaluru
Floating holiday for Birthday of Prophet Muhammad on Wednesday, 26-Aug-2026 in Bengaluru
Floating holiday for Fateha-Dwaz-Daham on Wednesday, 26-Aug-2026 in Bengaluru
Floating holiday for Onam on Wednesday, 26-Aug-2026 in Bengaluru
Floating holiday for Barawfath on Wednesday, 26-Aug-2026 in Bengaluru
Floating holiday for Rug-Upakarma on Wednesday, 26-Aug-2026 in Bengaluru
Floating holiday for Eid Miladun Nabi on Wednesday, 26-Aug-2026 in Bengaluru
Floating holiday for Jhulana Purnima on Thursday, 27-Aug-2026 in Bengaluru
Floating holiday for Third Onam on Thursday, 27-Aug-2026 in Bengaluru
Floating holiday for Yajur Upakarma on Thursday, 27-Aug-2026 in Bengaluru
Floating holiday for Rakhi Purnima on Friday, 28-Aug-2026 in Bengaluru
Floating holiday for Sravana Purnima on Friday, 28-Aug-2026 in Bengaluru
Floating holiday for Fourth Onam on Friday, 28-Aug-2026 in Bengaluru
Floating holiday for Sree Narayana Guru Jayanthi on Friday, 28-Aug-2026 in Bengaluru
Floating holiday for Avani Avittom on Friday, 28-Aug-2026 in Bengaluru
Floating holiday for Ayyankali Jayanthi on Friday, 28-Aug-2026 in Bengaluru
Floating holiday for Rakhi Bandhan on Friday, 28-Aug-2026 in Bengaluru
Floating holiday for Brahma Shri Naryana Guru Jayanthi on Friday, 28-Aug-2026 in Bengaluru
Floating holiday for Id-e-Maulud on Monday, 31-Aug-2026 in Bengaluru
Floating holiday for Thadadi on Thursday, 3-Sep-2026 in Bengaluru
Floating holiday for Shri Krishna Janmashtami on Friday, 4-Sep-2026 in Bengaluru
Floating holiday for Sreekrishna Jayanthi on Friday, 4-Sep-2026 in Bengaluru
Floating holiday for Janmashtami (Shravan Vad-8) on Friday, 4-Sep-2026 in Bengaluru
Floating holiday for Janmashtami (Vaishnva) on Friday, 4-Sep-2026 in Bengaluru
Floating holiday for Nand Utsav (Shravan vad - 9) on Saturday, 5-Sep-2026 in Bengaluru
Floating holiday for Kanya Mariyamma Jayanthi on Tuesday, 8-Sep-2026 in Bengaluru
Floating holiday for Shravan Vad-12 (Paryusan 1st Day) (Chaturthi Paksha) on Tuesday, 8-Sep-2026 in Bengaluru
Floating holiday for Shravan Vad-13 (Paryusan 1st Day) (Panchami Paksha) on Wednesday, 9-Sep-2026 in Bengaluru
Floating holiday for Mahavir Swami Janma Vachan (Chaturthi Paksha) on Saturday, 12-Sep-2026 in Bengaluru
Floating holiday for Rosh Hashanah (1st Day) (New Year) (Yahudi) on Saturday, 12-Sep-2026 in Bengaluru
Floating holiday for Swarna Gowri Vrata on Monday, 14-Sep-2026 in Bengaluru
Floating holiday for Vinayaka Chavithi on Monday, 14-Sep-2026 in Bengaluru
Floating holiday for Ganesh Puja on Monday, 14-Sep-2026 in Bengaluru
Floating holiday for Varasiddhi Vinayaka Vrata on Monday, 14-Sep-2026 in Bengaluru
Floating holiday for Ganesh Chaturthi (Bhadarva Suc-4) on Monday, 14-Sep-2026 in Bengaluru
Floating holiday for Nuakhai on Tuesday, 15-Sep-2026 in Bengaluru
Floating holiday for Samvatsari (Chaturthi Paksha) on Tuesday, 15-Sep-2026 in Bengaluru
Floating holiday for Samvatsari (Panchami Paksha) on Wednesday, 16-Sep-2026 in Bengaluru
Floating holiday for Day following Nuakhai on Wednesday, 16-Sep-2026 in Bengaluru
Floating holiday for Vishwakarma Jayanthi on Thursday, 17-Sep-2026 in Bengaluru
Floating holiday for Bhagwan Vishwakarma Jayanti on Thursday, 17-Sep-2026 in Bengaluru
Floating holiday for Vishwakarma Day on Thursday, 17-Sep-2026 in Bengaluru
Floating holiday for Eve of Kippur (Yahudi) on Sunday, 20-Sep-2026 in Bengaluru
Floating holiday for Sree Narayana Guru Samadhi Day on Monday, 21-Sep-2026 in Bengaluru
Floating holiday for Yom Kippur (Yahudi) on Monday, 21-Sep-2026 in Bengaluru
Floating holiday for Ramdev Jayanti, Teja Dashmi & Khejarli Shahid Day on Monday, 21-Sep-2026 in Bengaluru
Floating holiday for Shaheed Diwas on Wednesday, 23-Sep-2026 in Bengaluru
Floating holiday for Yaz Dahum Shareef on Wednesday, 23-Sep-2026 in Bengaluru
Floating holiday for Hayyana War Heroes's Martyrdom Day on Wednesday, 23-Sep-2026 in Bengaluru
Floating holiday for Ananta Padmanabha Yrata on Friday, 25-Sep-2026 in Bengaluru
Floating holiday for Anant Chaturdashi on Friday, 25-Sep-2026 in Bengaluru
Floating holiday for Succoth (Yahudi) on Saturday, 26-Sep-2026 in Bengaluru
Mandatory holiday for Mahatma Gandhi Jayanti on Friday, 2-Oct-2026 in Bengaluru
Floating holiday for Maharaja Ajmidh Jayanti on Tuesday, 6-Oct-2026 in Bengaluru
Floating holiday for Mahalaya Amavasye on Saturday, 10-Oct-2026 in Bengaluru
Floating holiday for Navratra Sthapana on Sunday, 11-Oct-2026 in Bengaluru
Floating holiday for Maharaja Agrasen Jayanti on Sunday, 11-Oct-2026 in Bengaluru
Floating holiday for Durga Puja, Maha Chaturthi on Thursday, 15-Oct-2026 in Bengaluru
Floating holiday for Durga Puja, Maha Panchami on Friday, 16-Oct-2026 in Bengaluru
Floating holiday for Durga Puja on Saturday, 17-Oct-2026 in Bengaluru
Floating holiday for Maha Shashthi on Saturday, 17-Oct-2026 in Bengaluru
Floating holiday for Mahasaptami on Saturday, 17-Oct-2026 in Bengaluru
Floating holiday for Durga Puja on Sunday, 18-Oct-2026 in Bengaluru
Floating holiday for Maha Saptami on Sunday, 18-Oct-2026 in Bengaluru
Floating holiday for Saddula Bathukamma on Sunday, 18-Oct-2026 in Bengaluru
Floating holiday for Tula Sankramana on Sunday, 18-Oct-2026 in Bengaluru
Floating holiday for Mahasthami on Sunday, 18-Oct-2026 in Bengaluru
Floating holiday for Dussehra (Saptami) on Sunday, 18-Oct-2026 in Bengaluru
Floating holiday for Ayutha Pooja on Monday, 19-Oct-2026 in Bengaluru
Floating holiday for Durgashtami on Monday, 19-Oct-2026 in Bengaluru
Floating holiday for Mahanavami on Monday, 19-Oct-2026 in Bengaluru
Floating holiday for Dussera (Maha Astami) on Monday, 19-Oct-2026 in Bengaluru
Floating holiday for Dushera on Tuesday, 20-Oct-2026 in Bengaluru
Floating holiday for Durga Puja on Tuesday, 20-Oct-2026 in Bengaluru
Floating holiday for Vijaya Dasami on Tuesday, 20-Oct-2026 in Bengaluru
Floating holiday for Ayudhapooja on Tuesday, 20-Oct-2026 in Bengaluru
Floating holiday for Maha Nabami on Tuesday, 20-Oct-2026 in Bengaluru
Mandatory holiday for Vijay Dasami on Wednesday, 21-Oct-2026 in Bengaluru
Mandatory holiday for Durga Puja, Dasami on Wednesday, 21-Oct-2026 in Bengaluru
Mandatory holiday for Dussehra on Wednesday, 21-Oct-2026 in Bengaluru
Mandatory holiday for Next day of Vijaya Dasami on Wednesday, 21-Oct-2026 in Bengaluru
Floating holiday for Additional Day for Durga Puja on Thursday, 22-Oct-2026 in Bengaluru
Floating holiday for Additional Day for Durga Puja on Friday, 23-Oct-2026 in Bengaluru
Floating holiday for Additional Day for Durga Puja on Saturday, 24-Oct-2026 in Bengaluru
Floating holiday for Kumar Purnima on Sunday, 25-Oct-2026 in Bengaluru
Floating holiday for Lakshmi Puja on Sunday, 25-Oct-2026 in Bengaluru
Floating holiday for Maharshi Valmiki Jayanthi on Sunday, 25-Oct-2026 in Bengaluru
Floating holiday for Birthday of Hzt. Syed Mohammed Juvanpuri Mahdi Ma'ud (A.S) on Monday, 26-Oct-2026 in Bengaluru
Floating holiday for Maharishi Valmiki's Birthday on Monday, 26-Oct-2026 in Bengaluru
Floating holiday for Maharishi Valmiki Jayanti on Monday, 26-Oct-2026 in Bengaluru
Floating holiday for Additional Day for Lakshmi Puja on Monday, 26-Oct-2026 in Bengaluru
Floating holiday for Karaka Chaturthi (Karva Chouth) on Thursday, 29-Oct-2026 in Bengaluru
Floating holiday for Sardar Vallabhbhai Patel and Acharya Narendra Dev Jayanti on Saturday, 31-Oct-2026 in Bengaluru
Mandatory holiday for Kannada Rajyotsava on Sunday, 1-Nov-2026 in Bengaluru
Floating holiday for Diwali (Deepavali) on Friday, 6-Nov-2026 in Bengaluru
Floating holiday for Dhan Terash (Aaso Vad - 13) on Saturday, 7-Nov-2026 in Bengaluru
Floating holiday for Deepavali on Sunday, 8-Nov-2026 in Bengaluru
Floating holiday for Diwali Amavasya (Laxmi Pujan) on Sunday, 8-Nov-2026 in Bengaluru
Floating holiday for Naraka Chaturdhi on Sunday, 8-Nov-2026 in Bengaluru
Floating holiday for Kali Puja on Sunday, 8-Nov-2026 in Bengaluru
Floating holiday for Kali Chaudash (Aaso Vad - 14) on Sunday, 8-Nov-2026 in Bengaluru
Floating holiday for Goverdhan Puja on Monday, 9-Nov-2026 in Bengaluru
Floating holiday for Vishvakarma Day on Monday, 9-Nov-2026 in Bengaluru
Floating holiday for Additional Day for Kali Puja on Monday, 9-Nov-2026 in Bengaluru
Mandatory holiday for Balipadyami, Deepavali on Tuesday, 10-Nov-2026 in Bengaluru
Floating holiday for Chitragupta Jayanti on Wednesday, 11-Nov-2026 in Bengaluru
Floating holiday for Bhai Dooj on Wednesday, 11-Nov-2026 in Bengaluru
Floating holiday for Bhaubeej on Wednesday, 11-Nov-2026 in Bengaluru
Floating holiday for Bhai Bij on Wednesday, 11-Nov-2026 in Bengaluru
Floating holiday for Bhai Duj on Wednesday, 11-Nov-2026 in Bengaluru
Floating holiday for Bhratridwitiya on Wednesday, 11-Nov-2026 in Bengaluru
Floating holiday for Sant Namdev Jayanti on Thursday, 12-Nov-2026 in Bengaluru
Floating holiday for Day after Bhratridwitiya on Thursday, 12-Nov-2026 in Bengaluru
Floating holiday for Birthday of Birsa Munda on Sunday, 15-Nov-2026 in Bengaluru
Floating holiday for Chhat Puja Parwa on Sunday, 15-Nov-2026 in Bengaluru
Floating holiday for Chhath Puja on Sunday, 15-Nov-2026 in Bengaluru
Floating holiday for Pratihar Shashthi or Surya Shashthi (Chhat Puja) on Sunday, 15-Nov-2026 in Bengaluru
Floating holiday for Additional Day for Chhat Puja on Monday, 16-Nov-2026 in Bengaluru
Floating holiday for Uda Devi Martyr's Day on Monday, 16-Nov-2026 in Bengaluru
Floating holiday for Anla Navami on Wednesday, 18-Nov-2026 in Bengaluru
Floating holiday for Virangana Jhalkari Bai Jayanti on Sunday, 22-Nov-2026 in Bengaluru
